0.0003333333333333333  0.01291575857526454 -0.02150560914543141 -0.05384635505688713 -0.08172124325957712 -0.1006765025151665 -0.1097030461662396 -0.1082016246111966 -0.09675292699849643 -0.07614923429995189 -0.04726038743895476
0.0005  -0.0159756760400144 -0.08820098730456891 -0.1523019926901898 -0.2039750217591155 -0.2348638708488112 -0.2422163728178729 -0.2262720591121372 -0.1900117856488661 -0.1343047520281918 -0.06114907401766476
0.0006666666666666666  -0.09816088591037747 -0.2133274290446333 -0.316316298554045 -0.3919798356125723 -0.4248520039534803 -0.4150823314918398 -0.3658336780894466 -0.2827751350902353 -0.1673846228589742 -0.03104372701919058
0.0008333333333333333  -0.2412941656888742 -0.4133509191308272 -0.5617222390370483 -0.6460539242867589 -0.6606928945963347 -0.610472804852575 -0.502867484779063 -0.3481366248035116 -0.1550676780828215 0.05618648106049684
0.001  -0.4722349285868448 -0.7061923556118567 -0.8828011552067604 -0.9497929427313192 -0.9194757738299975 -0.8034509610573694 -0.6154175825160759 -0.3725773085666658 -0.08824430427032885 0.205471798914162
0.001166666666666667  -0.8080495417188553 -1.080705629584745 -1.253974788455683 -1.277305947084145 -1.184140134966042 -0.9772744209977476 -0.6920240142234962 -0.3457788433201737 0.05477743764923121 0.4634323146651966
0.001333333333333334  -1.230890148921161 -1.510278451110713 -1.657390722967752 -1.632062219670706 -1.44543961039346 -1.120747942652316 -0.7192175264591507 -0.2315652595248629 0.3405202779498925 0.8398738432271777
0.0015  -1.707957260072895 -2.007189646257174 -2.123897036522421 -2.006788206587536 -1.689243085643197 -1.218263774171715 -0.6524117941328932 0.02795245236575611 0.7520077347456682 1.304620377503696
0.001666666666666667  -2.277869272402711 -2.60492279923724 -2.630314573671772 -2.373794356957779 -1.883069552626249 -1.21948769798002 -0.4505520976022296 0.4050003418181531 1.245526797559314 1.818468881508616
0.001833333333333334  -2.968383620470583 -3.250888382619598 -3.126009292508396 -2.681427455963133 -1.968696123890066 -1.098708334429664 -0.1441726938699567 0.8638874101166125 1.783583020533463 2.457770343067008
0.002  -3.721863556201382 -3.875375944537252 -3.55586184159987 -2.898648004579064 -1.939500471383739 -0.8797320788472608 0.2420474726981564 1.424839699980753 2.49668531418763 3.238547825093616
0.002166666666666667  -4.467016615304885 -4.446066963166313 -3.939647513335034 -3.032640211304901 -1.817866236923314 -0.5801058600524548 0.7617382812480092 2.238505532173517 3.372473324501925 4.092457555816917
0.002333333333333334  -5.223379293037251 -5.031975580062906 -4.281903902722584 -3.089160626420724 -1.618522819293453 -0.1231132653731239 1.535080019461059 3.223584604362017 4.320429122068163 4.931426332191983
